AEM1;AEM2;AEM3;AEM4;AEM5;AEM6;ASM1;ASM2;ASM3;ASM4;ASM5;ASM6;AIC1;AIC2;AIC3;AIC4;AIC5;ADR1;ADR2;ADR3;ADR4;AEV1;AEV2;AEV3;AEV4;ADC1;ADC2;ADC3;PAS7;PAS18;PAS13;PAS20;PAS1;PAS12;PAS8;PAS15;PAS6;PAS14;PAS5;PAS16;PAS17;PAS9;PAS3 ;PAS2;PAS11;AAC1;AAC2;AAC3;ATP1;ATP2;ATP3;AVR1;AVR2;AVR3;AVR4;AVR5;TRU1;TRU2;TRU3;CRT1;CRT2;CRT3;CRT4;CRT5;CRT6;CRT7;CRT8;CRT9;CRT10;CRT11;CRT12;CRT13;JSA1;JSA2;JSA3;JSA4;JSA5;MHL1;MHL2;MHL3;MHL4;MHL5;ATI1;ATI2 ;ATI3;ATI4;ATI5;ATI6;ATI7 ;ADC;ADR;AEM;AEV;AIC;ASM;ACL;ANR;AAC_ustd;ALD_ustd;ATP_ustd;AVR_ustd;CRT_ustd;PAS_ustd;TRU_ustd
5;2;4;2;3;1;3;4;5;3;5;3;4;4;5;5;4;6;4;5;3;2;4;3;5;3;6;4;2;1;1;1;1;1;1;1;1;2;3;1;4;3;1;4;2;3;4;4;5;3;3;2;2;1;1;1;4;3;3;2;3;4;4;4;3;3;4;3;3;3;3;3;3;3;5;4;1;3;3;4;3;5;2;2;2;2;2;2;1;0,04;-0,019;-1,779;-0,858;0,246;-0,577;-0,326;-0,792;3,678;3,6843292;3,643;1,395;3,225;1,589;3,354
5;3;3;6;7;2;3;1;1;1;6;4;6;6;1;1;1;5;1;6;1;6;1;6;7;7;1;4;1;1;1;1;1;1;1;1;1;1;6;7;7;7;1;1;7;1;7;7;2;2;7;2;2;2;1;1;1;1;1;7;7;7;7;7;7;7;7;7;7;7;7;7;6;6;6;6;5;6;6;6;6;6;1;2;6;1;7;7;1;-0,157;-0,974;0,334;0,226;-0,939;-1,489;-0,331;-0,921;5,069;3,613303269;3,847;1,594;7;2,115;1
6;2;6;2;1;1;5;5;5;7;6;5;6;6;6;5;6;4;5;5;4;5;5;6;6;6;5;4;5;4;4;5;4;4;4;5;4;4;5;3;6;4;3;6;5;5;4;5;4;4;4;4;4;5;4;4;4;5;5;4;5;5;5;4;4;5;5;5;4;5;4;4;5;4;5;5;4;4;4;4;4;4;5;3;4;4;5;5;3;0,564;-0,032;-2,161;0,723;1,376;0,872;0,486;0,171;4,623;4,678692221;4;4,199;4,539;4,395;4,646
5;6;6;6;7;6;5;4;5;6;6;6;5;5;4;5;4;5;5;5;5;6;7;4;7;7;5;6;5;6;5;5;4;4;4;5;3;4;5;5;6;5;5;5;3;5;4;4;3;3;6;4;5;5;5;5;4;4;4;4;5;5;3;5;5;5;6;6;5;5;4;3;3;3;4;6;7;5;4;5;3;4;5;6;5;4;6;5;4;1,305;0,364;1,799;1,224;0,383;0,74;1,111;1,125;4,322;5,555806088;4,108;4,799;4,69;4,516;4
5;5;6;3;3;6;6;5;3;5;6;6;3;5;5;3;5;5;6;6;6;6;3;5;3;3;3;3;2;2;1;2;1;1;3;2;2;3;3;3;7;7;3;3;3;5;6;7;5;5;5;3;2;2;2;5;5;5;5;6;6;7;6;5;5;5;6;6;5;5;5;5;5;4;4;5;5;5;5;3;2;2;3;3;5;2;6;6;2;-0,935;0,996;0,112;-0,394;0,108;0,596;-0,144;0,349;5,979;4,391206313;5;2,794;5,541;2,263;5
6;4;7;5;5;6;4;4;3;3;7;6;6;3;4;6;5;5;2;5;5;2;3;3;5;2;6;3;1;7;6;5;1;7;7;6;4;7;5;4;7;5;7;7;7;7;6;7;6;6;4;6;6;6;5;2;5;4;5;3;3;5;3;5;4;4;4;4;3;4;6;6;6;4;2;1;1;4;2;3;1;4;3;5;6;7;6;6;1;-0,458;-0,239;0,725;-1,086;0,543;0,046;-0,687;0,497;6,623;4,140924464;5,261;5,001;4,142;5,402;4,669
3;4;2;4;3;3;2;2;2;3;3;4;2;2;3;4;2;2;3;3;2;3;4;3;5;4;2;3;3;3;3;4;2;4;2;4;5;4;5;3;4;5;2;3;5;4;5;4;2;2;4;4;5;5;3;4;2;2;2;4;5;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;4;3;4;4;2;-0,923;-1,701;-0,469;-0,666;-1,211;-1,53;-1,24;-1,335;4,377;2,847801578;2,739;4,185;3,603;3,511;2
3;2;2;2;4;2;4;2;2;2;4;5;5;4;5;4;5;3;5;4;3;2;6;3;4;6;5;4;6;7;7;7;4;4;6;3;3;5;4;4;6;4;7;3;4;4;4;4;3;1;2;1;3;3;2;6;2;2;2;4;4;2;2;2;2;3;4;3;2;3;1;3;3;1;1;2;3;3;2;2;1;1;2;2;3;1;2;3;1;0,564;-0,665;-1,394;-0,625;0,414;-1,103;-0,273;-0,821;4;3,701240135;2,013;2,983;2,701;4,849;2
5;3;3;2;5;4;4;5;4;5;4;4;4;5;4;2;3;4;5;5;5;4;5;4;5;5;4;5;7;6;1;7;7;6;5;5;6;7;6;4;5;5;4;5;5;6;5;4;5;2;5;6;6;2;5;5;4;3;5;3;4;6;5;5;3;3;3;3;5;6;4;4;3;4;3;3;1;4;4;3;3;4;4;3;5;3;5;3;4;0,306;0,161;-0,585;-0,061;-0,397;-0,15;0,153;-0,435;5,021;4,160090192;4,073;4,799;4,169;5,484;3,984
5;4;3;4;5;6;2;6;1;2;1;1;1;1;1;1;3;2;6;2;1;1;1;1;1;1;3;4;6;3;3;2;4;1;5;1;1;3;3;6;1;3;3;6;2;2;3;1;2;3;1;1;5;5;5;4;1;4;6;2;5;6;3;4;4;2;3;4;5;5;7;5;6;5;7;3;2;5;2;1;1;4;6;6;5;5;4;3;1;-1,204;-1,528;0,495;-2,994;-2,165;-2,039;-2,191;-1,601;2,077;2,13416009;1,94;3,998;4,255;3,227;3,567
4;2;2;2;4;2;4;4;4;6;6;5;4;4;4;3;3;5;4;4;5;5;5;3;5;5;4;4;1;1;6;1;2;1;1;4;4;4;1;2;6;4;7;2;1;1;7;7;3;2;2;3;6;4;2;4;3;3;2;6;6;6;6;5;6;6;7;4;4;4;4;4;2;1;2;6;6;3;4;5;5;5;2;3;3;1;2;2;1;0,064;-0,074;-1,394;-0,054;-0,4;0,324;-0,024;-0,514;5,069;4,011273957;2,322;3,771;5,198;2,474;2,685
3;2;2;3;4;2;2;2;2;3;3;2;2;2;2;2;2;2;2;3;2;2;3;1;3;2;1;1;1;2;1;2;1;1;1;2;2;2;4;2;4;4;1;2;3;3;3;3;2;2;3;1;2;2;4;2;2;3;3;3;4;4;3;3;3;3;4;3;3;3;3;3;2;2;2;2;1;3;3;2;2;2;5;2;2;2;3;3;1;-2,163;-1,902;-1,163;-1,901;-1,692;-1,823;-2,27;-1,906;3;1,926719278;2,369;2,216;3,23;1,831;2,646
4;3;4;3;3;2;3;3;3;4;4;4;3;3;4;3;3;3;3;4;3;3;4;3;4;4;3;3;2;3;2;2;2;2;2;3;3;3;4;2;5;4;2;2;4;4;4;4;3;2;4;2;2;2;2;3;3;3;3;4;4;5;5;4;4;4;5;4;4;4;4;4;3;3;3;3;3;4;3;3;2;3;3;2;3;3;4;4;2;-0,679;-1,068;-1,124;-0,889;-0,712;-0,828;-1;-1,055;4;3,138669673;3,06;2,198;4,227;2,565;3
3;3;5;3;2;3;4;6;5;6;4;5;4;5;4;5;5;2;4;5;5;6;5;5;3;6;4;4;5;4;2;5;2;2;1;2;4;5;7;3;5;5;4;3;2;5;6;4;3;2;3;4;4;4;2;6;2;3;3;6;5;5;5;4;5;5;5;5;6;6;3;5;5;5;5;4;6;7;7;6;4;4;6;3;5;4;5;4;5;0,32;-0,447;-1,121;0,062;0,394;0,407;-0,018;-0,06;5,077;4,25253664;2,691;3,979;5,004;3,425;2,646
5;6;7;6;5;7;7;6;6;7;7;7;7;7;7;3;6;7;7;6;7;4;6;6;6;6;6;7;5;2;7;3;5;6;2;6;6;4;5;6;6;5;3;4;7;7;6;7;6;5;6;1;3;3;4;1;5;6;4;3;6;7;7;4;7;5;7;7;6;7;7;7;6;5;7;7;7;2;2;5;3;7;6;5;6;6;6;6;4;1,535;1,796;1,611;0,758;1,556;1,857;1,545;2,026;6,623;6,288613303;5,691;2,411;6,151;4,762;5,016
5;3;2;3;2;1;2;2;2;2;2;3;2;3;3;2;2;2;2;4;2;2;4;2;4;1;1;1;1;1;2;1;3;2;1;2;1;2;2;2;6;6;1;2;3;2;2;3;3;3;2;2;1;1;1;2;2;3;3;4;4;3;3;4;4;4;5;4;4;4;3;3;3;2;4;3;1;5;6;5;3;4;3;2;2;2;4;4;2;-2,419;-1,665;-1,509;-1,265;-1,36;-1,98;-2,032;-1,966;2,301;2,03945885;2,631;1,399;3,77;1,77;2,646
6;6;2;5;5;4;2;2;3;7;6;5;4;2;4;3;4;3;3;4;1;3;4;1;3;2;1;2;2;3;2;2;3;2;4;5;7;5;6;5;7;7;5;3;5;6;6;4;2;3;4;1;4;3;4;6;3;5;4;6;7;7;7;6;6;6;6;6;6;6;6;6;4;6;6;6;6;6;5;3;3;4;6;6;6;5;6;6;2;-1,921;-1,453;0,799;-1,481;-0,548;-0,194;-1,848;-0,022;5,399;3,167981962;3,048;3,594;6,231;3,928;3,976
6;6;6;6;6;7;5;5;5;5;5;6;4;4;5;6;4;5;6;6;5;6;6;5;6;6;5;4;5;6;7;5;6;6;5;5;6;7;7;6;7;7;6;5;6;6;6;7;5;5;6;5;5;4;4;3;5;6;6;5;5;6;6;7;5;6;7;6;6;6;6;6;6;5;5;6;6;5;5;5;5;5;6;5;5;5;6;6;6;0,564;0,803;1,802;0,958;0,399;0,567;0,885;1,055;6,301;5,382187148;5,369;4,198;5,929;5,865;5,646
5;4;5;4;4;3;4;4;4;5;5;5;4;4;4;3;4;4;5;5;5;5;5;4;5;5;4;4;2;3;4;4;3;3;3;4;4;4;5;3;6;6;3;3;4;5;6;5;3;3;4;2;3;2;2;4;6;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;3;4;4;3;5;5;4;3;4;4;3;4;2;5;5;2;0,064;0,161;-0,278;0,131;-0,235;0,021;0,135;-0,184;5,377;4,280721533;3,369;2,59;4,917;3,488;5,354
4;5;4;3;4;5;4;4;4;4;4;4;4;4;3;3;3;4;5;4;4;3;4;4;4;5;3;4;4;5;4;4;2;2;3;4;5;4;4;4;6;5;5;4;5;4;6;5;3;3;3;2;2;2;2;2;3;4;4;5;5;5;5;4;4;4;5;4;4;5;3;3;3;3;3;3;4;4;3;5;3;3;2;3;3;3;5;5;3;-0,18;-0,269;0,109;-0,704;-0,575;-0,429;-0,443;-0,383;5,056;3,827508455;3;2;4,31;3,904;3,646
6;6;5;6;3;3;4;4;5;6;6;6;6;4;5;6;5;4;6;6;6;6;6;3;7;7;6;5;2;3;2;1;4;4;2;4;6;5;4;1;5;6;2;2;4;5;7;6;5;5;6;4;4;5;3;5;5;5;5;7;7;7;7;7;6;6;7;7;5;6;7;7;6;4;6;6;6;6;6;6;2;7;7;7;7;5;7;6;5;1,306;0,792;0,453;0,812;0,874;0,602;1,108;0,781;6,056;5,373167982;5,369;4,188;6,62;3,145;5
5;2;4;3;4;2;4;2;6;5;5;6;5;4;5;5;5;5;6;6;6;5;6;5;4;6;5;5;2;2;2;2;2;2;2;3;4;2;5;2;6;6;2;1;3;4;6;6;5;4;4;1;2;2;2;3;3;4;4;5;5;6;5;4;4;5;6;5;4;3;3;4;4;4;3;4;4;5;5;3;3;5;5;3;5;3;5;5;2;0,806;0,996;-1,163;0,32;0,567;0,17;0,8;-0,111;5,356;4,720405862;4,322;1,997;4,528;2,418;3,646
5;4;3;4;4;4;3;4;5;4;4;5;4;3;4;4;4;4;5;5;5;5;5;5;5;4;4;3;3;3;4;4;4;4;4;4;4;4;3;3;4;3;4;3;4;4;4;4;2;2;4;3;3;3;4;4;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;4;4;4;4;4;4;4;4;4;4;4;5;3;3;4;3;3;3;-0,435;0,161;-0,084;0,315;-0,238;-0,289;0,016;-0,254;4;4,172491545;2,739;3,406;4,761;3,669;5
5;6;5;2;3;2;4;5;6;6;7;7;6;5;5;4;6;5;6;7;6;6;6;5;6;7;4;5;2;5;6;7;5;4;2;4;4;6;6;6;7;7;5;6;6;6;6;5;3;6;6;5;4;5;6;6;5;5;6;4;6;6;5;5;4;7;4;6;6;6;5;5;6;4;4;5;4;6;6;6;5;6;5;4;5;5;6;6;3;0,818;1,233;-0,664;0,958;0,891;1,163;1,141;0,639;5,699;5,319052988;5,035;5,212;5,314;4,942;5,315
2;2;2;5;6;6;2;2;2;2;3;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;3;2;3;3;2;3;5;4;4;4;4;4;4;4;5;4;2;4;3;2;2;3;4;4;3;2;3;4;5;4;4;3;2;3;4;4;3;3;2;2;3;2;2;2;2;2;3;6;5;3;2;3;4;3;2;5;3;3;2;3;5;-1,677;-1,902;0,456;-2,167;-1,692;-1,972;-2,187;-1,395;3,021;2,24464487;3,048;3,2;2,678;3,444;4,354
4;5;5;3;6;5;4;4;6;7;5;6;4;3;3;2;2;4;6;5;4;5;5;4;6;4;2;2;5;3;6;5;2;2;3;2;3;5;4;2;7;4;3;2;3;4;5;5;1;4;5;6;4;2;2;3;4;6;5;5;5;6;5;4;3;5;5;6;3;2;5;5;5;3;2;4;3;5;5;4;3;3;4;3;3;4;5;5;6;-1,165;0,169;0,492;0,354;-1,051;0,728;-0,245;0,077;4,678;4,188275085;3,404;3,39;4,542;3,322;4,976
7;4;5;5;6;3;6;6;6;7;6;7;6;6;4;5;6;6;6;4;7;6;4;4;6;1;4;4;3;1;1;3;3;4;5;5;2;5;4;3;5;6;2;4;1;5;3;6;4;4;4;4;3;3;2;4;5;3;2;4;5;7;4;5;6;4;3;6;7;6;7;7;7;7;5;5;7;1;3;1;1;3;7;5;6;5;6;5;2;-0,96;0,917;0,336;0,318;1,026;1,565;0,095;1,229;4,546;4,996617813;4;3,19;5,471;3,139;3,394
7;4;6;4;3;7;5;3;7;5;5;7;4;3;6;6;6;7;5;6;6;7;7;7;6;5;3;7;4;6;5;5;3;4;3;6;5;5;7;6;7;7;6;1;4;4;6;6;4;1;6;3;5;5;1;5;5;5;5;5;5;5;5;3;2;4;3;2;1;2;5;4;6;3;5;6;2;3;5;3;2;4;3;4;1;1;4;3;5;0,547;1,201;0,306;1,747;0,748;0,716;1,333;0,728;5,356;5,481397971;3,812;3,765;3,535;4,618;5
6;6;6;5;2;3;5;6;6;6;6;5;4;5;5;6;5;6;6;6;6;6;7;6;5;6;6;6;5;6;5;3;3;2;3;2;4;4;5;5;7;6;5;3;4;5;7;7;3;2;4;3;3;4;3;4;3;3;5;6;6;5;5;5;5;6;6;5;5;5;5;5;6;6;5;6;5;6;6;5;4;5;5;5;5;4;6;6;5;1,293;1,199;0,031;1,148;0,722;0,985;1,384;0,74;6,356;5,518602029;3,06;3,396;5,306;3,868;3,63
6;4;5;4;5;6;7;6;5;7;7;7;6;7;7;6;4;4;7;7;7;7;7;7;5;2;6;6;7;2;4;5;6;2;4;4;6;2;7;2;3;7;1;4;2;4;6;1;2;2;2;1;5;6;1;1;4;4;4;2;4;4;5;3;2;2;6;4;2;3;6;5;7;7;7;7;7;7;7;7;7;5;2;1;2;2;5;6;1;0,269;1,423;0,495;1,524;1,528;1,726;1,222;1,559;3,853;5,848928974;2;2,771;3,721;3,926;4
7;6;4;3;6;6;6;7;3;6;7;7;6;7;3;5;5;3;2;7;7;7;7;5;3;2;5;1;7;5;6;6;3;6;3;6;7;7;7;4;6;5;5;6;7;5;5;4;2;2;2;5;5;6;5;7;5;5;4;2;4;2;6;7;5;7;7;7;7;6;7;7;6;6;3;1;7;5;3;6;7;5;5;1;5;3;4;4;4;-1,187;0,214;0,916;0,71;0,843;1,305;-0,098;1,246;4,699;4,888387824;2;5,594;5,713;5,73;4,685
5;5;5;4;4;4;4;5;5;5;5;5;5;5;5;4;4;4;5;5;4;5;6;4;6;6;4;4;5;5;5;5;4;4;4;4;5;5;5;4;6;6;4;4;5;6;6;5;4;4;5;3;4;3;3;5;5;5;5;5;5;6;6;5;5;5;6;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;3;5;2;5;5;3;0,32;-0,032;0,146;0,581;0,405;0,282;0,337;0,34;5,699;4,67643743;4,369;3,59;5,227;4,536;5
5;3;5;3;4;3;3;3;3;5;4;4;4;3;4;3;4;3;4;5;4;3;5;4;5;6;4;6;4;4;6;6;5;4;3;4;5;5;5;4;6;6;3;4;4;5;5;5;2;3;4;4;4;1;2;5;4;4;5;5;5;5;5;5;5;5;5;3;4;6;5;4;3;4;5;4;3;5;4;4;3;3;4;2;5;4;5;5;2;0,805;-0,436;-0,739;-0,254;-0,392;-0,679;0,048;-0,723;5;3,945885006;3,048;3,185;4,757;4,413;4,315
6;5;6;6;3;6;6;6;7;6;7;7;6;6;6;6;5;5;7;6;7;5;6;5;4;5;7;6;2;6;6;6;4;4;3;3;4;7;6;4;7;5;6;4;5;7;7;5;5;3;5;2;3;4;2;5;5;5;6;4;2;6;5;5;6;6;7;4;6;6;7;7;6;4;3;4;4;6;6;5;4;5;3;2;3;2;4;6;1;1,281;1,389;0,804;0,32;1,363;1,701;1,127;1,591;6,399;5,808342728;4,382;3,185;5,434;4,658;5,315
3;3;4;3;2;2;2;2;3;4;3;4;2;2;3;2;2;3;3;3;5;3;4;2;5;4;2;3;2;3;2;3;3;2;2;3;3;3;5;2;6;5;2;2;3;4;5;5;2;2;4;2;2;2;2;2;3;4;4;5;5;5;5;4;3;5;5;5;5;5;4;5;5;3;3;3;2;4;4;3;2;3;3;2;3;4;5;5;2;-0,923;-0,92;-1,315;-0,85;-1,517;-1,25;-1,024;-1,635;4,678;2,820744081;2,739;2;4,712;2,705;3,646
2;5;2;4;6;3;3;3;2;3;4;3;3;3;4;2;5;2;2;3;2;4;3;2;2;3;3;1;3;3;3;4;3;4;3;4;7;4;5;3;7;6;5;4;7;5;4;3;5;4;3;4;6;3;4;6;2;5;4;5;5;4;4;6;5;6;6;4;5;5;4;5;2;3;3;4;2;4;4;4;2;3;6;5;5;5;5;6;4;-1,419;-1,902;0,335;-1,555;-0,533;-1,255;-1,85;-0,653;4,021;2,836527621;3,952;4,585;4,911;4,158;3,622
4;5;4;3;3;3;1;4;5;5;5;4;4;4;4;3;4;4;4;5;4;5;5;3;5;4;5;4;2;3;4;2;2;2;2;3;4;5;5;3;7;6;3;3;5;4;5;5;2;2;4;2;3;2;2;3;4;5;5;5;5;5;5;4;5;5;5;4;4;4;4;4;3;2;3;3;3;4;3;4;3;3;3;3;3;3;5;5;2;0,052;-0,233;-0,47;-0,054;-0,235;-0,409;-0,087;-0,444;4,678;4,010146561;2,739;2,392;4,522;3,225;4,646
5;4;5;3;3;5;4;5;5;5;5;5;4;4;4;3;4;5;5;5;4;4;5;4;5;6;5;6;5;5;3;4;3;4;3;4;5;7;5;3;6;6;2;4;5;5;6;6;3;2;4;2;4;2;2;4;5;4;5;4;5;6;5;5;4;5;5;4;4;5;5;5;4;3;4;3;3;5;5;4;3;3;3;2;4;2;5;5;2;1,049;0,172;-0,312;-0,061;-0,235;0,282;0,441;-0,08;5,678;4,519729425;3,06;2,784;4,763;4,203;4,669
3;3;2;2;3;2;3;2;2;3;3;3;2;2;3;3;3;3;3;3;3;2;4;2;4;4;3;2;2;3;2;2;2;2;2;2;2;3;3;2;4;4;1;2;4;4;4;4;3;2;3;2;2;2;5;2;3;3;2;4;4;3;4;3;3;4;4;4;3;3;4;4;3;2;3;3;5;3;4;3;2;6;3;2;3;2;4;5;1;-0,921;-1,305;-1,355;-1,265;-1,198;-1,539;-1,327;-1,649;4;2,630214205;2,691;2,625;3,623;2,296;2,685
4;6;5;6;6;6;5;4;6;5;4;3;4;4;4;3;2;2;3;5;5;6;7;4;6;6;4;4;5;6;6;3;5;3;6;6;5;6;6;6;7;6;6;5;5;6;6;6;4;4;5;5;5;3;2;5;5;5;5;5;6;5;6;5;7;5;5;5;5;5;5;5;6;5;5;5;5;5;4;5;5;6;7;6;4;3;7;7;6;0,32;-0,648;1,608;1,002;-0,566;-0,025;0,274;0,335;6;4,635851184;4,369;3,978;5,29;5,242;5
6;6;6;4;4;3;5;4;6;6;5;5;5;5;6;6;6;5;6;6;6;6;6;5;7;6;5;3;4;5;5;5;4;5;3;4;5;5;6;4;6;6;3;4;5;5;6;6;5;5;7;4;4;2;4;5;6;6;6;5;6;7;6;6;7;6;6;6;6;6;6;6;3;4;4;5;3;6;5;6;4;6;6;5;5;5;7;7;3;0,321;0,996;0,183;1,181;1,217;0,571;0,95;0,809;5,678;5,293122886;5,739;3,8;6,058;4,496;6
5;6;4;5;4;4;5;5;6;6;7;6;5;3;3;4;3;3;5;5;4;2;5;2;6;4;6;5;2;2;2;1;2;2;2;3;6;4;5;3;5;5;5;3;4;4;6;6;2;2;4;2;6;5;3;4;3;4;4;5;3;3;3;4;3;2;5;3;3;5;5;5;4;5;4;6;6;5;6;5;5;5;2;2;5;2;5;5;3;0,538;-0,235;0,607;-0,592;-0,424;1,155;-0,112;0,56;5,356;4,520856821;2,739;3,977;3,794;3,073;3,646
6;2;6;5;4;4;6;6;6;5;6;5;5;5;5;6;5;6;6;6;6;5;6;6;6;6;4;4;2;2;2;2;2;1;2;2;2;2;2;3;5;5;3;2;4;5;5;5;4;5;5;2;2;2;2;6;6;6;6;4;4;5;4;4;4;4;4;4;4;4;4;4;6;5;4;4;4;5;5;5;5;4;5;3;4;4;5;3;5;0,32;1,199;-0,314;0,95;0,877;0,974;0,935;0,674;5;5,21307779;4,678;2,791;4,072;2,181;6
5;5;5;4;3;6;3;3;5;7;7;6;3;3;3;1;3;4;4;3;4;4;5;3;4;2;2;2;2;2;1;2;1;1;2;3;3;4;4;3;7;5;2;2;2;3;5;4;3;5;5;2;2;2;2;4;4;5;5;6;6;5;5;5;3;5;6;4;4;6;3;6;4;4;6;6;7;6;6;3;2;2;5;4;5;4;4;6;5;-1,677;-0,708;0,343;-0,469;-1,193;0,637;-1,085;-0,074;4,056;3,600901917;4,357;2,396;4,938;2,284;4,646
3;5;5;4;5;5;5;5;5;6;6;5;5;5;5;5;4;5;5;6;5;6;6;5;6;6;5;4;5;5;5;5;4;5;4;5;5;5;6;4;7;6;4;4;5;5;6;6;4;4;5;4;4;4;4;5;5;5;5;5;5;6;5;5;5;6;6;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;4;5;4;6;5;3;0,564;0,602;0,531;0,958;0,558;0,723;0,811;0,735;5,678;5,170236753;4,369;4,198;5,218;4,757;5
6;6;6;6;7;7;7;6;7;6;5;6;5;5;6;5;4;7;7;6;3;7;6;4;3;7;7;5;7;6;6;6;6;7;7;5;4;6;6;6;6;4;7;5;3;3;4;6;6;6;6;7;7;6;5;7;6;4;3;6;6;6;7;3;7;7;6;6;7;7;7;6;7;1;5;7;7;4;5;4;7;5;7;7;7;7;6;7;7;1,55;1,026;1,993;0,297;0,732;1,385;1,087;1,621;4,28;5,800450958;6;6,385;6,224;5,77;4,394
7;2;4;2;3;1;7;7;7;7;7;6;7;5;4;5;6;3;6;6;3;3;5;2;6;6;4;3;7;7;7;7;3;3;2;4;7;7;7;6;7;7;6;7;6;4;5;6;3;3;5;4;4;4;4;2;4;5;6;4;5;7;5;4;2;2;5;5;1;1;1;4;1;1;3;1;1;2;1;4;1;1;1;2;2;1;5;3;3;0,077;0,011;-1,779;-0,4;1,024;1,972;-0,123;0,655;4,979;4,563697858;3,739;3,604;3,537;5,716;4,961
6;4;4;6;6;2;1;2;3;5;3;4;4;3;2;2;1;3;4;3;6;5;7;3;5;3;3;4;5;4;5;5;5;4;5;5;4;4;5;5;6;4;1;1;6;4;6;7;4;4;5;4;5;2;2;6;3;2;4;4;5;6;5;6;6;4;6;4;4;3;4;3;2;1;2;2;3;5;5;5;3;5;7;6;6;6;7;7;5;-0,692;-0,526;0,373;0,402;-1,391;-1,239;-0,302;-0,977;5,657;3,602029312;4,369;3,776;4,586;4,272;2,984
4;3;4;4;3;2;3;3;4;3;3;3;2;2;2;2;2;4;3;3;2;2;3;2;4;4;2;3;2;2;2;2;2;1;3;1;2;2;2;2;5;4;2;2;2;4;5;4;2;2;4;1;2;2;2;4;2;3;2;3;4;3;4;4;5;4;5;5;4;4;4;4;2;3;5;5;3;3;3;3;2;2;2;2;3;2;3;3;2;-0,923;-1,294;-0,893;-1,493;-1,692;-1,146;-1,412;-1,508;4,377;2,65276212;2,739;2,195;4,073;1,914;2,331
6;2;6;4;6;3;5;5;5;6;5;5;2;2;4;2;2;5;7;7;7;6;6;6;7;6;5;4;7;5;6;7;5;5;3;5;3;5;6;3;5;2;2;5;5;4;5;4;6;6;6;2;4;4;2;3;4;6;6;3;3;2;2;2;4;2;3;4;3;3;5;5;3;5;5;4;1;5;5;3;2;5;2;2;2;2;2;1;1;0,564;1,627;-0,356;1,365;-1,343;0,569;1,348;-0,414;4,377;4,892897407;6;2,984;3,165;4,88;5,291
5;3;5;3;3;3;4;3;5;4;5;5;3;3;4;3;3;5;4;4;5;3;5;3;3;3;3;3;5;5;5;6;5;5;3;5;5;4;4;3;6;5;5;4;4;4;4;4;3;4;5;4;5;4;4;5;4;5;6;4;4;5;5;5;5;5;5;6;5;4;4;4;3;3;3;3;2;3;3;3;1;4;3;3;5;4;4;5;2;-0,935;-0,074;-0,93;-0,884;-0,712;-0,127;-0,73;-0,674;4;3,501691094;4,048;4,392;4,685;4,544;4,961
5;6;6;4;2;5;3;5;6;3;5;4;3;5;5;6;4;6;5;6;7;5;4;2;7;7;7;4;5;3;7;4;1;4;3;4;6;7;7;3;7;6;3;4;4;4;6;6;5;4;6;4;3;3;3;5;3;5;6;6;5;6;5;6;2;4;6;5;4;5;3;6;6;2;4;6;1;4;4;3;7;4;5;3;4;3;5;6;2;1,308;1,19;0,188;-0,021;0,401;-0,169;0,931;0,153;5,356;4,937993236;5,06;3,596;4,874;4,369;4,606
4;4;3;2;5;5;1;1;1;2;3;1;1;1;2;2;1;4;3;2;2;3;4;1;6;5;1;4;7;6;7;7;7;7;6;5;7;7;4;7;4;1;1;7;7;4;6;7;1;1;1;7;7;4;4;1;1;1;1;4;7;7;7;7;1;6;7;5;5;6;4;5;1;1;1;1;1;1;1;1;1;7;4;5;4;4;4;4;3;-0,668;-1,532;-0,161;-0,812;-2,169;-2,518;-1,137;-2,05;5,657;2,535512965;1;4,593;5,499;6,158;1
5;4;7;6;4;3;5;6;6;5;7;6;4;5;6;5;4;4;3;5;7;7;5;6;5;3;4;4;2;5;7;7;3;4;5;4;3;6;6;5;7;7;6;6;6;7;7;7;6;6;7;6;6;5;5;7;6;6;6;6;6;6;6;7;6;5;6;5;7;7;5;6;6;6;5;3;1;2;2;2;3;2;5;3;6;6;6;3;3;-0,448;0,144;0,184;0,884;0,578;1,136;0,226;0,803;7;4,852311161;6,369;5,791;6,009;4,982;6
5;3;6;5;3;4;4;6;5;5;4;2;4;6;2;2;4;2;4;3;1;2;3;1;3;2;2;2;2;2;2;1;3;1;1;3;2;1;4;2;3;4;2;5;3;5;4;1;2;3;3;4;2;3;3;5;4;3;3;5;4;5;4;4;4;6;5;3;3;4;2;3;6;6;7;5;6;6;7;7;6;6;6;4;5;5;3;3;2;-1,677;-1,693;-0,275;-1,901;-0,423;-0,181;-2,007;-0,349;3,42;2,900789177;2,678;3,402;3,964;2,322;3,354
