AEM1;AEM2;AEM3;AEM4;AEM5;AEM6;ASM1;ASM2;ASM3;ASM4;ASM5;ASM6;AIC1;AIC2;AIC3;AIC4;AIC5;ADR1;ADR2;ADR3;ADR4;AEV1;AEV2;AEV3;AEV4;ADC1;ADC2;ADC3;PAS7;PAS18;PAS13;PAS20;PAS1;PAS12;PAS8;PAS15;PAS6;PAS14;PAS5;PAS16;PAS17;PAS9;PAS3 ;PAS2;PAS11;AAC1;AAC2;AAC3;ATP1;ATP2;ATP3;AVR1;AVR2;AVR3;AVR4;AVR5;TRU1;TRU2;TRU3;CRT1;CRT2;CRT3;CRT4;CRT5;CRT6;CRT7;CRT8;CRT9;CRT10;CRT11;CRT12;CRT13;JSA1;JSA2;JSA3;JSA4;JSA5;MHL1;MHL2;MHL3;MHL4;MHL5;ATI1;ATI2 ;ATI3;ATI4;ATI5;ATI6;ATI7 ;ADC;ADR;AEM;AEV;AIC;ASM;ACL;ANR;AAC_ustd;ALD_ustd;ATP_ustd;AVR_ustd;CRT_ustd;PAS_ustd;TRU_ustd
2;6;5;3;4;7;3;1;2;4;6;3;1;1;2;1;1;2;7;7;4;3;5;3;4;5;4;2;4;7;6;7;5;6;7;6;7;4;7;7;6;6;7;4;7;3;6;4;4;6;5;2;5;4;2;5;4;4;5;5;5;5;3;3;1;2;2;3;4;3;4;5;5;4;2;4;5;5;6;3;2;2;3;4;3;2;6;6;3;-0,421;0,439;0,727;-0,661;-2,322;-1,057;-0,257;-1,145;4,433;3,541149944;4,987;3,574;3,505;5,995;4,315
5;5;5;4;4;4;4;4;5;5;5;5;4;4;4;4;4;5;5;5;6;5;5;4;6;6;4;4;4;5;4;4;4;4;3;4;5;5;5;3;6;6;4;4;5;5;6;6;4;3;5;3;4;3;3;4;5;5;5;5;5;6;5;5;5;5;6;5;5;5;5;5;5;4;5;5;5;5;5;5;4;5;5;3;5;4;5;5;3;0,32;0,557;0,146;0,354;-0,082;0,152;0,466;0,087;5,678;4,622322435;4,06;3,392;5,149;4,231;5
6;6;6;4;2;3;6;7;6;5;5;6;5;4;5;3;5;5;6;5;3;5;7;6;4;4;5;5;6;6;7;5;5;4;3;4;6;5;7;4;6;6;4;4;5;6;7;4;2;3;4;1;6;5;5;6;5;5;6;7;7;6;6;7;6;7;7;7;7;5;6;6;6;6;6;6;6;6;6;6;7;6;5;3;5;4;5;6;2;0,294;0,18;-0,2;0,733;0,261;1,096;0,465;0,521;5,776;4,848928974;3,048;4,588;6,468;5,006;5,315
4;3;7;5;2;5;5;6;6;4;4;6;3;4;4;4;4;4;5;5;6;3;5;6;5;7;5;6;3;7;7;6;7;6;5;6;6;6;7;5;7;7;4;4;7;5;6;6;4;3;5;3;5;3;2;6;4;6;5;6;6;5;6;4;5;4;6;5;5;6;5;5;6;6;5;5;4;5;5;3;5;5;5;2;4;3;4;5;3;1,305;0,354;-0,272;0,115;-0,236;0,525;0,674;0,042;5,678;4,724915445;4,06;3,774;5,249;5,755;4,976
6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;2;2;2;2;2;2;2;2;6;2;6;6;2;2;5;6;6;6;5;5;6;2;2;2;2;2;6;6;6;4;4;6;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;3;5;5;5;5;3;1,293;1,199;1,608;1,143;1,529;1,269;1,382;1,753;6;6,04735062;5,369;2;4,912;2,758;6
5;4;5;6;4;5;4;3;3;3;4;5;2;3;4;3;2;3;4;4;4;5;5;3;5;6;3;2;1;2;2;2;2;2;2;3;2;3;5;3;6;4;2;1;3;4;5;5;4;3;4;2;2;2;1;5;3;3;4;4;4;5;5;3;3;4;4;5;4;4;4;4;5;3;3;4;6;4;3;2;3;2;5;3;3;3;6;6;5;-0,409;-0,674;0,571;-0,054;-1,033;-0,692;-0,426;-0,52;4,678;3,765501691;3,691;2,385;4,089;2,354;3,315
4;4;1;4;4;6;4;2;2;2;1;3;3;2;2;1;3;3;3;2;1;2;4;4;6;4;2;5;2;2;2;2;1;2;2;4;4;5;5;2;5;7;3;6;5;5;2;6;4;3;2;6;3;4;3;4;5;3;2;5;4;6;5;4;6;4;5;5;4;4;4;4;1;3;3;4;6;6;6;6;1;5;6;5;6;5;5;5;2;-0,438;-1,928;0,303;-0,451;-1,524;-1,858;-1,054;-1,331;4,168;2,961668546;2,952;3,999;4,591;3,222;3,394
6;5;5;5;4;4;6;5;6;5;5;6;5;5;5;5;6;7;6;6;5;4;5;5;5;5;6;4;3;5;2;3;2;5;5;4;5;4;4;3;6;6;4;3;6;6;6;6;4;3;5;2;4;3;3;2;3;3;4;5;5;5;5;5;6;5;6;5;5;6;4;4;5;3;4;6;3;5;6;4;3;3;6;3;5;3;6;6;2;0,552;1,21;0,377;0,123;0,889;0,836;0,705;0,864;6;5,17361894;4,06;2,796;5,065;3,875;3,315
5;5;4;4;4;4;4;4;5;5;5;5;4;4;4;4;4;5;5;5;5;5;4;4;6;6;4;4;4;5;4;4;4;4;3;4;5;5;5;4;6;6;4;4;5;5;6;6;4;3;5;3;3;3;2;5;5;5;5;5;5;5;5;5;5;5;6;5;5;5;5;5;5;4;4;5;5;5;5;5;3;5;5;3;5;4;5;5;3;0,32;0,364;0,146;0,126;-0,082;0,152;0,306;0,087;5,678;4,525366404;4,06;3,187;5,077;4,283;5
5;3;6;5;6;4;5;4;4;5;4;4;4;6;4;3;5;5;6;6;5;5;6;3;5;6;3;4;5;4;4;5;2;3;2;3;5;3;4;2;7;6;3;4;5;3;5;6;3;3;5;4;4;3;3;5;4;5;5;5;4;5;5;5;5;5;6;6;5;6;6;6;5;4;5;6;4;6;5;5;2;5;5;3;5;4;6;6;3;0,076;0,803;0,299;0,174;0,245;-0,141;0,393;0,142;4,657;4,606538895;3,739;3,791;5,314;3,618;4,646
3;3;4;2;3;2;2;2;3;3;3;3;2;2;2;2;2;2;3;3;3;3;4;2;5;2;1;2;2;3;2;2;2;2;3;2;1;3;3;3;5;4;2;3;4;4;4;5;2;2;3;3;4;3;3;4;3;3;5;3;4;5;4;5;4;4;5;4;4;7;4;5;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;2;-1,921;-1,508;-1,355;-0,85;-1,692;-1,545;-1,622;-1,851;4,301;2,34723788;2,369;3,392;4,463;2,48;3,63
7;6;7;7;7;4;7;7;7;7;7;7;7;7;6;7;4;7;7;7;7;5;1;1;3;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;7;5;1;6;7;7;7;7;1;1;7;1;3;2;1;2;1;5;7;7;5;7;7;7;7;7;7;7;6;7;7;7;7;7;7;7;7;7;7;7;2;7;7;1;7;7;7;7;6;-2,419;2,034;1,643;-1,78;1,662;2,118;-0,87;2,196;7;4,919954904;3,216;1,785;6,755;2,094;4,213
3;2;6;2;3;3;6;5;7;7;5;6;5;5;4;5;6;7;4;6;7;4;6;3;7;7;5;6;1;1;1;1;1;1;1;1;1;2;2;2;7;5;2;1;5;4;6;7;3;1;4;2;3;1;1;2;2;4;3;6;5;6;5;4;7;5;5;2;3;2;3;3;2;3;3;7;7;7;7;7;3;5;6;4;6;2;7;7;2;1,305;1,193;-1,391;0,428;0,715;1,266;1,106;0,355;5,657;5,148816234;2,751;1,787;4,241;1,546;2,976
6;5;5;4;4;5;2;3;5;3;4;5;5;6;4;3;3;3;4;5;5;5;4;6;4;5;5;5;4;4;5;3;3;2;5;3;3;5;6;4;5;6;4;6;5;4;5;3;3;3;4;3;5;4;3;3;3;3;2;4;5;2;4;3;4;3;2;3;4;5;5;6;5;6;6;5;4;5;4;5;5;5;3;3;3;4;6;5;3;0,55;-0,244;0,34;0,049;0,068;-0,706;0,14;-0,166;4,077;4,293122886;3,369;3,587;3,869;4,148;2,685
6;1;6;7;6;2;7;7;6;7;5;4;7;7;4;2;6;7;6;6;7;5;3;3;7;7;7;7;6;7;6;7;6;2;5;2;6;5;7;5;7;7;7;5;7;4;7;7;6;5;6;5;6;6;7;7;3;1;2;7;7;7;7;7;6;7;7;7;7;7;7;7;6;7;7;7;7;7;7;7;7;7;6;1;6;6;7;7;1;2,035;1,595;-0,088;-0,064;0,879;1,239;1,341;0,873;6,035;5,562570462;5,691;6,205;6,935;5,481;2,024
5;5;2;4;5;4;3;3;3;4;4;5;5;5;5;5;2;4;4;5;3;5;6;4;3;2;4;4;5;5;6;4;4;5;4;5;5;4;6;3;4;4;3;4;4;5;4;4;3;3;4;3;3;3;2;5;5;5;5;2;3;1;2;2;5;5;5;3;2;2;4;3;4;4;3;4;5;5;5;5;3;3;3;3;5;3;5;5;5;-0,704;-0,426;0,338;-0,087;0,226;-0,682;-0,46;-0,092;4,322;3,969560316;3,369;3,187;2,963;4,495;5
5;5;5;4;4;4;4;4;5;5;5;5;4;4;4;4;4;3;5;5;5;6;5;4;5;6;4;4;3;5;5;4;4;4;3;4;5;5;5;3;6;5;4;4;5;5;5;5;4;2;5;3;3;2;2;4;5;5;5;4;5;5;5;5;5;5;5;5;4;5;4;5;5;4;5;5;4;5;5;5;3;4;5;3;5;4;6;6;3;0,32;-0,042;0,146;0,323;-0,082;0,152;0,233;0,087;5;4,481397971;3,751;2,791;4,758;4,222;5
5;4;4;4;4;4;4;5;5;5;5;5;4;4;4;4;4;4;5;5;4;4;5;4;5;6;4;4;4;5;5;4;4;4;4;3;5;4;5;3;7;5;3;4;5;4;6;6;4;3;4;2;2;2;2;3;5;5;5;5;5;5;5;4;4;4;5;5;4;4;4;4;4;3;3;3;3;5;4;4;3;3;3;3;5;3;5;5;2;0,32;-0,032;-0,084;-0,061;-0,082;0,282;0,087;0,063;5,356;4,381059752;3,691;2,198;4,469;4,143;5
6;6;2;6;4;4;1;4;4;7;7;7;7;7;7;7;7;4;4;4;4;7;4;1;1;1;1;1;1;1;1;1;1;1;1;2;2;4;5;4;7;6;1;4;7;4;6;6;1;3;6;4;4;4;4;4;4;4;4;6;6;5;5;5;4;4;4;5;4;5;4;5;5;4;5;5;5;6;6;4;4;4;6;3;5;3;6;5;2;-2,419;-0,47;0,838;-1,158;2,334;0,506;-1,55;1,462;5,356;4,125140924;3,465;4;4,785;2,47;4
5;6;5;2;3;4;5;6;6;6;7;6;5;4;5;2;3;4;5;6;7;6;3;4;3;2;4;5;6;6;6;6;6;5;6;6;6;6;6;3;6;7;5;6;5;5;6;3;5;6;7;3;2;4;5;4;4;6;5;2;3;4;2;3;5;7;7;6;6;3;3;5;6;6;6;4;6;7;7;6;6;7;6;3;5;2;3;3;4;-0,462;0,784;-0,276;-0,579;-0,224;1,285;-0,114;0,383;4,776;4,427282976;6,048;3,619;4,278;5,643;4,976
4;6;6;5;4;6;1;2;3;2;1;2;2;2;2;2;2;3;3;5;5;4;4;3;6;7;4;6;3;2;5;6;2;1;2;4;6;2;3;4;5;7;5;4;2;2;6;6;2;1;6;6;6;4;3;2;5;5;3;5;4;2;2;3;6;6;5;5;5;5;4;4;6;3;3;5;5;5;5;5;3;6;2;2;4;1;3;5;2;1,06;-0,445;0,995;-0,251;-1,692;-2,287;0,144;-1,343;4,713;3,678692221;3,168;4,187;4,292;3,331;4,37
3;3;5;7;7;2;7;7;7;6;4;7;4;6;6;7;2;7;7;7;5;1;6;7;7;7;7;7;7;7;7;5;6;7;4;7;7;6;7;7;7;7;5;7;6;7;3;4;1;1;6;7;7;7;7;7;4;1;1;7;2;4;2;7;6;3;7;2;1;1;3;3;7;5;6;5;1;6;7;7;2;3;7;5;3;1;2;1;2;2,035;1,648;0,564;0,589;0,709;1,507;1,615;1,157;4,588;5,875986471;2,847;7;3,635;6,355;2,063
6;5;5;4;7;7;6;6;6;7;6;6;6;4;6;5;6;6;7;7;6;7;7;6;7;6;4;6;7;7;7;7;6;4;4;5;6;7;7;4;7;7;6;6;5;7;7;7;5;5;7;5;4;4;4;6;6;6;7;7;6;6;6;6;7;7;7;7;7;6;6;7;5;6;5;6;5;6;6;6;4;5;6;5;6;5;7;7;3;0,805;1,638;1,301;1,785;1,062;1,418;1,608;1,522;7;6,06313416;5,739;4,596;6,532;5,888;6,315
2;1;3;1;4;7;3;1;3;1;1;2;1;1;2;1;1;4;3;2;1;1;1;1;3;1;2;2;1;1;1;1;1;1;4;1;1;1;1;1;6;1;1;1;5;1;3;1;1;1;1;1;1;1;3;5;1;1;1;5;4;6;4;6;6;5;6;6;4;5;7;7;6;7;7;7;7;2;3;1;7;3;3;2;6;2;2;3;1;-1,933;-1,724;-0,886;-2,549;-2,322;-2,29;-2,369;-2,268;1,755;1,677564825;1;2,208;5,445;1,468;1
6;5;6;4;2;2;5;5;3;5;5;5;6;6;6;5;5;6;7;5;7;6;7;7;7;6;6;6;6;7;6;7;6;5;3;5;6;5;7;3;6;7;1;5;7;5;6;6;5;5;6;1;2;2;2;4;4;5;6;6;6;7;6;7;7;5;7;7;5;4;6;6;5;5;4;5;5;7;7;7;7;6;5;2;7;5;5;6;1;1,293;1,355;-0,624;1,778;1,21;0,158;1,687;0,334;5,678;5,489289741;5,369;2,195;6,062;5,35;4,961
3;2;2;2;2;2;2;2;3;2;3;3;2;2;3;2;2;2;2;3;2;2;3;2;3;2;2;2;1;1;1;1;1;1;1;2;1;2;2;2;4;4;3;1;2;2;3;3;2;1;2;2;2;1;1;2;2;3;2;2;3;3;3;3;2;3;3;3;3;6;3;3;3;2;2;3;2;3;3;3;1;2;6;2;2;2;3;3;1;-1,677;-1,902;-1,776;-1,716;-1,517;-1,695;-2,012;-1,997;2,678;2,034949267;1,691;1,593;3,094;1,463;2,331
6;7;6;5;3;6;2;3;5;6;5;6;4;3;4;5;4;5;5;5;4;4;5;2;4;4;3;2;5;5;3;4;3;2;4;3;6;5;6;4;5;7;2;3;4;6;6;5;5;3;5;2;4;2;2;5;4;3;4;6;6;6;6;5;7;6;6;6;6;6;6;6;3;3;5;5;6;7;7;7;7;6;5;4;6;4;7;6;2;-0,921;0,172;1,034;-0,653;-0,085;0,042;-0,544;0,353;5,699;4,152198422;4,382;2,982;5,988;3,937;3,669
5;3;4;5;2;6;4;4;6;6;7;6;4;4;4;5;2;4;4;7;6;6;7;7;3;4;5;4;4;2;1;2;4;4;1;4;5;3;2;1;7;7;1;2;5;4;6;6;3;4;4;1;3;2;2;4;3;5;5;6;7;7;7;5;6;6;6;6;5;5;4;4;7;5;5;6;5;7;7;7;5;6;7;5;6;6;7;6;3;0,052;0,627;-0,079;0,887;-0,26;0,887;0,597;0,262;5,356;4,792559188;3,678;2,389;5,677;2,82;4,291
5;6;5;5;6;6;4;4;5;5;6;6;5;5;6;4;5;5;5;5;5;6;6;5;7;7;5;5;5;5;6;5;2;4;5;4;6;6;5;4;7;6;4;4;6;6;6;6;5;6;6;3;5;4;3;2;6;6;6;6;5;5;5;6;7;7;6;5;6;6;6;6;5;6;6;6;5;6;6;7;5;6;6;4;6;5;7;7;5;1,062;0,364;1,377;1,181;0,745;0,453;1,001;0,992;6;5,419391206;5,678;3,39;5,822;4,719;6
5;5;5;4;5;4;4;5;5;5;5;5;1;4;4;4;4;5;5;5;5;5;6;4;6;5;4;4;3;4;4;4;3;4;4;4;6;4;5;4;6;6;4;3;5;5;6;6;4;4;5;3;3;3;3;4;5;5;5;5;5;6;5;5;5;5;6;5;5;5;5;5;5;4;4;5;5;5;5;5;3;5;5;4;5;4;6;6;3;0,064;0,364;0,338;0,581;-0,546;0,282;0,385;0,026;5,678;4,541149944;4,369;3,198;5,149;4,053;5
3;2;1;1;6;2;5;3;2;2;4;6;4;3;3;4;2;3;3;5;6;7;7;5;5;4;5;5;5;2;7;3;4;5;2;5;6;4;6;3;6;7;5;4;5;4;6;6;5;3;6;6;6;2;5;3;5;5;5;5;6;7;6;4;5;5;5;6;4;5;5;6;2;2;1;1;1;2;2;3;1;2;3;2;5;3;4;3;1;0,294;-0,252;-1,242;1,155;-0,745;-0,688;0,47;-1,048;5,356;4,030439684;4,751;4,404;5,302;4,434;5
5;6;6;4;4;3;4;5;5;5;5;5;4;4;4;4;4;5;4;5;5;5;5;4;5;6;4;5;4;4;4;4;3;4;3;4;5;5;5;3;6;6;4;4;5;5;6;6;4;4;5;3;3;3;3;4;5;5;5;5;5;5;5;5;5;5;6;5;5;5;5;5;5;4;4;5;5;5;5;5;3;4;4;3;5;3;5;5;3;0,562;0,163;0,183;0,131;-0,082;0,282;0,326;0,158;5,678;4,574971815;4,369;3,198;5,077;4,098;5
3;4;4;4;2;3;4;5;5;3;3;4;3;3;3;3;3;3;4;3;2;5;4;3;4;4;2;4;6;2;2;4;2;2;2;2;4;4;6;3;6;6;3;2;3;4;6;6;2;2;4;3;3;2;2;4;3;3;3;6;5;5;4;4;5;6;6;5;5;5;5;5;5;4;4;3;4;5;6;5;3;5;5;2;5;3;5;5;2;-0,68;-1,296;-0,66;-0,505;-0,887;-0,471;-0,935;-0,801;5,356;3,311161218;2,739;2,791;5,07;3,156;3
6;5;5;5;4;2;3;4;6;6;6;7;5;5;6;7;7;5;6;5;5;3;5;4;3;3;2;3;4;2;3;4;3;2;4;4;4;6;6;2;6;4;1;4;7;2;4;4;4;5;4;2;1;1;2;3;3;3;5;6;6;5;4;3;1;4;6;4;3;4;4;5;6;5;6;6;1;6;7;5;5;6;3;2;2;2;5;6;1;-1,179;0,566;-0,01;-0,699;1,536;0,741;-0,515;0,944;3,356;4,479143179;4,309;1,805;4,268;3,84;3,63
5;2;4;2;2;2;5;6;3;3;4;5;4;5;5;6;6;4;5;6;5;5;6;6;7;6;6;4;5;6;5;6;3;6;1;7;6;6;6;3;5;6;4;6;5;4;5;6;3;3;4;4;2;3;4;6;4;4;5;5;5;6;7;6;7;6;6;6;6;5;7;6;5;6;7;6;6;7;6;7;5;5;4;2;6;5;6;6;4;0,808;0,398;-1,776;1,173;0,888;-0,165;0,913;-0,35;4,979;4,662908681;3,369;3,808;5,984;5,086;4,315
6;2;4;2;2;2;4;3;4;4;4;4;3;4;4;4;4;4;5;5;5;3;5;3;5;5;4;3;3;5;5;4;4;5;4;4;6;5;4;2;6;5;3;3;5;4;5;4;3;2;3;2;2;2;2;3;4;4;4;4;4;5;5;4;4;4;4;4;3;4;5;4;3;3;3;3;1;4;5;3;3;3;3;3;4;3;4;3;2;-0,179;0,161;-1,776;-0,438;-0,236;-0,558;-0,18;-0,976;4,377;3,675310034;2,691;2,198;4,148;4,156;4
4;4;4;3;2;3;2;3;3;3;5;2;3;4;3;2;3;3;4;3;3;3;3;1;5;4;2;1;2;3;2;3;1;1;4;3;1;2;5;3;5;4;1;1;2;4;5;5;3;2;3;1;1;1;1;2;3;5;5;4;3;4;3;4;4;2;5;2;2;3;3;3;3;3;3;3;3;3;3;2;1;1;2;2;4;3;4;4;2;-1,407;-1,104;-0,891;-1,263;-0,883;-1,254;-1,438;-1,231;4,678;2,782412627;2,691;1,198;3,214;2,26;4,291
6;7;4;5;6;4;7;6;7;4;6;4;5;6;7;7;7;7;6;6;6;2;6;3;5;5;5;6;2;6;7;6;4;5;5;7;6;6;5;3;6;5;4;4;5;6;4;7;7;6;6;4;2;3;6;4;7;7;7;5;5;6;4;5;6;4;7;7;7;6;6;6;3;3;3;5;4;2;3;2;2;3;3;6;3;7;6;6;6;0,793;1,402;1,22;-0,402;1,867;0,948;0,663;1,607;5,546;5,536640361;6,322;3,829;5,71;5,016;7
5;2;5;5;4;6;4;4;5;5;6;6;5;6;6;5;4;5;5;5;5;5;6;5;6;5;5;4;7;4;5;4;4;5;5;4;4;5;6;4;7;6;3;4;5;6;6;6;5;4;5;4;3;2;2;5;5;5;5;5;5;6;5;6;7;6;6;5;5;5;5;4;5;5;5;6;6;7;7;6;5;5;6;5;6;6;7;7;4;0,308;0,364;0,074;0,766;0,889;0,453;0,551;0,585;6;4,934611048;4,691;3,19;5,349;4,635;5
6;5;7;4;6;3;4;4;5;6;5;6;7;6;4;5;6;7;4;4;6;6;5;5;6;7;6;6;2;7;2;2;1;1;2;1;1;1;6;1;7;5;3;4;4;5;5;3;3;2;5;5;3;3;4;1;6;5;4;4;5;5;6;3;6;5;6;5;5;5;5;6;7;5;6;7;6;7;7;7;7;7;7;3;5;3;6;7;1;1,549;0,525;0,335;0,73;1,181;0,448;1,071;0,794;4,399;5,357384442;3,43;3,215;5,064;2,548;5,039
5;3;3;3;4;4;4;4;4;3;5;7;3;3;3;4;2;5;6;6;3;4;4;3;5;6;3;5;5;6;6;6;4;6;4;5;6;5;7;5;7;7;2;6;6;4;5;6;3;3;4;2;3;3;2;4;5;5;6;5;3;7;3;6;3;3;5;6;2;3;3;2;5;3;5;5;6;6;6;6;7;5;6;3;5;3;6;6;1;0,318;0,418;-0,545;-0,474;-0,899;0,016;0,091;-0,549;4,979;4,06313416;3,369;2,789;3,916;5,308;5,315
4;3;4;3;3;2;3;3;3;4;4;4;3;3;4;3;3;4;4;4;4;3;5;3;5;4;3;3;2;3;2;2;2;2;2;3;4;4;5;3;5;5;2;3;4;4;5;4;2;2;4;2;2;2;2;3;3;3;3;4;4;5;4;4;3;4;4;4;4;4;4;4;3;3;3;3;3;4;3;3;3;3;3;2;3;2;5;4;2;-0,679;-0,47;-1,124;-0,438;-0,712;-0,828;-0,604;-1,055;4,377;3,378804961;2,739;2,198;4,007;2,903;3
5;5;4;4;4;4;4;5;5;5;5;6;5;5;5;4;4;4;4;5;2;5;6;4;6;6;4;3;3;4;5;4;3;3;3;4;5;5;4;3;6;5;3;3;4;4;6;5;3;2;4;3;3;3;3;4;4;5;6;5;6;6;6;5;6;6;6;6;5;5;5;5;5;5;5;6;6;6;6;6;6;6;5;3;5;4;3;6;3;0,077;-0,618;0,146;0,581;0,405;0,429;0,028;0,406;5,056;4,525366404;3,06;3,198;5,524;3,738;4,961
5;6;4;5;6;6;5;5;5;4;6;5;4;4;4;4;4;5;6;5;6;6;6;3;6;5;4;4;4;7;6;3;4;4;3;4;5;5;5;4;7;6;4;4;5;6;6;7;5;4;6;5;4;3;3;5;5;5;6;6;5;6;5;5;6;4;6;5;4;5;5;5;5;5;4;4;5;5;5;4;3;5;5;4;5;3;6;6;4;0,064;0,758;1,377;0,589;-0,082;0,425;0,533;0,647;6,301;4,956031567;5,06;3,992;5,142;4,459;5,315
3;3;6;4;2;2;4;7;5;4;5;5;5;4;5;4;5;6;5;5;5;4;6;5;5;5;5;6;3;3;3;3;2;4;1;5;5;5;5;3;7;6;5;3;4;7;6;6;3;3;4;3;4;5;2;6;3;3;4;6;6;6;6;5;5;6;5;5;4;4;3;3;3;4;6;6;6;5;5;5;3;6;5;3;6;5;6;6;2;0,793;0,568;-1,084;0,351;0,414;0,393;0,649;-0,045;6,322;4,664036077;3,369;3,977;4,902;3,637;3,315
5;5;6;3;3;2;6;5;7;6;6;5;5;4;6;6;5;4;6;6;7;7;3;4;3;4;4;6;2;2;2;3;4;4;2;1;1;1;4;1;1;2;3;2;1;5;6;2;2;2;4;3;2;2;2;3;3;5;5;3;2;4;3;2;2;2;2;2;2;3;3;3;2;3;3;4;1;1;3;1;3;3;2;2;3;3;2;2;1;0,293;0,985;-0,663;-0,386;0,894;1,124;0,324;0,623;4,475;4,817361894;2,739;2,399;2,538;2,225;4,291
6;3;5;4;3;2;3;3;4;5;5;4;5;5;5;3;5;4;3;4;4;2;5;2;6;6;4;2;2;3;2;2;2;2;2;3;5;5;6;2;7;7;2;3;6;4;6;6;3;2;3;3;3;2;2;3;6;3;4;6;6;6;5;5;4;5;7;4;4;4;4;3;5;4;5;5;5;7;7;6;4;6;5;3;6;4;5;5;2;-0,165;-0,672;-0,893;-0,592;0,417;-0,393;-0,542;-0,326;5,356;3,797068771;2,691;2,593;4,843;3,205;4,378
4;2;6;4;6;7;6;6;6;6;6;2;4;4;4;2;3;5;3;5;6;7;6;2;7;7;6;1;2;4;1;1;2;1;1;2;6;3;2;1;7;5;1;1;6;4;7;6;3;5;4;3;3;3;4;3;6;7;7;7;7;7;7;7;7;7;7;2;7;6;7;7;7;7;6;6;7;7;7;7;7;7;7;2;5;4;5;6;1;0,337;0,155;0,419;0,82;-0,553;0,683;0,506;0,231;5,734;4,721533258;3,987;3,208;6,513;2,289;6,646
6;7;6;5;1;3;2;2;4;6;2;6;4;3;6;5;4;7;3;3;5;1;3;2;7;7;4;7;1;1;1;1;1;1;1;1;1;1;3;1;5;4;1;1;2;1;2;1;3;4;7;1;1;1;2;4;5;3;4;2;4;5;2;6;7;7;7;6;6;6;7;6;7;6;7;7;7;7;7;5;7;7;7;6;7;6;5;3;5;1,303;-0,106;0,07;-1,017;0,264;-0,682;0,063;-0,172;1,377;4,243517475;4,786;1,802;5,429;1,221;4,024
5;6;6;7;5;6;6;5;6;5;5;6;6;5;5;4;5;5;5;5;4;6;6;6;6;6;5;4;5;5;5;5;5;5;3;6;6;5;6;6;7;7;6;5;7;6;6;7;5;5;5;3;5;4;4;6;6;5;6;6;6;6;6;6;7;7;6;4;3;5;6;6;5;6;6;5;6;5;4;5;6;5;5;5;5;5;6;7;6;0,564;0,172;1,648;1,143;0,725;0,836;0,725;1,251;6,301;5,387824126;5;4,389;5,643;5,343;5,669
3;6;4;5;5;4;4;5;5;5;5;5;4;4;4;3;4;4;5;7;5;4;6;5;5;4;4;5;5;6;4;4;2;5;2;4;6;7;7;2;7;6;4;4;5;6;7;6;4;3;5;1;3;2;2;5;5;5;5;6;5;7;6;5;6;6;7;6;4;6;5;6;6;5;7;6;5;6;7;6;5;5;5;3;4;5;6;6;3;0,05;0,636;0,799;0,351;-0,235;0,282;0,39;0,316;6,377;4,696730552;4,06;2,587;5,745;4,536;5
5;5;5;3;4;5;4;3;4;4;3;5;5;5;5;6;6;5;5;6;5;6;6;6;6;5;6;6;7;7;7;7;7;7;7;7;7;7;6;6;7;7;7;6;6;6;6;6;4;2;5;5;6;5;5;7;5;5;5;6;6;5;6;7;5;6;7;6;7;6;6;6;4;4;4;3;2;4;4;3;4;4;5;3;5;5;6;6;5;1,037;0,602;0,109;1,143;1,042;-0,566;1,064;0,206;6;5,046223224;3,751;5,59;6,1;6,727;5
6;4;3;2;6;2;5;4;3;6;5;6;7;6;6;6;6;6;6;6;6;7;7;6;7;2;6;5;6;7;7;7;4;6;4;6;5;7;7;6;4;5;7;7;6;6;3;5;4;3;6;5;4;4;2;3;3;2;2;3;3;3;3;3;3;1;3;4;2;1;3;3;2;2;2;1;1;6;5;6;3;3;2;5;4;1;2;2;2;0,026;1,199;-0,551;1,785;1,683;0,323;1,148;0,624;4,567;5,3156708;4,43;3,587;2,701;6,141;2,354
3;4;1;2;2;4;3;4;4;6;5;5;3;5;5;3;2;2;4;6;4;6;6;5;5;5;6;3;2;5;5;4;3;1;3;4;4;6;7;3;5;7;3;4;5;4;6;3;1;2;6;4;3;2;1;6;5;3;4;2;4;6;5;3;4;2;2;4;3;5;6;6;3;1;3;3;2;6;7;6;4;4;4;5;5;4;7;7;3;0,31;-0,402;-0,928;0,735;-0,389;0,032;0,257;-0,473;4,454;4,202931229;3,156;3,179;4,006;3,971;4,024
6;4;4;4;4;2;3;5;4;5;4;5;6;7;6;7;7;7;4;6;6;3;3;4;7;5;3;6;6;6;6;5;4;5;2;4;5;5;6;4;6;5;4;3;5;4;4;6;3;2;6;3;1;2;2;4;5;6;5;5;6;7;7;5;5;6;6;5;3;6;4;4;6;5;4;4;5;6;6;3;4;4;5;3;5;6;6;5;4;0,304;1;-0,472;-0,264;2,004;-0,141;0,382;0,575;4,601;4,827508455;3,799;2,402;5,284;4,675;5,331
